Organism_name	Isoniazid	Rifampicin	Ethambutol	Pyrazinamide	Streptomycin	Ciprofloxacin	Moxifloxacin	Ofloxacin	Amikacin	Capreomycin	Kanamycin	Prothionamide	Ethionamide	URL
SAMEA1403860	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403861	R	R	R	R	R	No result	S	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403862	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403863	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403864	R	R	R	R	R	No result	S	S	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403865	R	R	R	R	R	No result	R	R	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403866	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403867	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403868	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403869	R	R	R	R	R	No result	S	S	R	R	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403870	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403871	R	R	R	S	R	No result	S	S	R	R	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403872	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403873	R	R	R	S	R	No result	S	R	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403874	R	R	S	R	S	No result	S	S	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403876	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403877	R	R	S	S	R	No result	S	S	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403878	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403879	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403880	R	R	R	S	R	No result	S	S	R	R	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403882	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403883	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403884	R	R	R	R	R	No result	R	R	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403885	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403886	R	R	S	R	R	No result	R	R	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403887	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403888	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403890	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403891	R	R	R	R	R	No result	R	R	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403892	R	R	R	R	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403893	R	R	S	S	R	No result	No result	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403894	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403895	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403896	R	R	S	R	R	No result	No result	S	S	S	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403897	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403898	R	R	R	R	R	No result	S	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403899	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403900	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403901	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403902	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403903	R	R	S	S	R	No result	No result	S	R	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403904	R	R	R	R	R	No result	R	R	R	R	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403905	R	R	R	R	R	No result	R	R	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403906	R	R	S	R	R	No result	S	S	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403907	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403908	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403909	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403910	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403911	S	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403912	S	S	R	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403913	S	S	R	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403914	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403915	R	R	R	S	R	No result	R	R	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403916	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403917	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403918	R	R	R	R	R	No result	S	S	R	R	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403919	R	R	R	R	R	No result	S	R	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403920	R	R	S	S	R	No result	S	R	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403921	S	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403922	R	R	S	R	R	No result	R	R	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403923	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403924	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403925	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403927	R	R	S	S	R	No result	S	S	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403928	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403929	R	R	R	S	R	No result	R	R	S	R	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403930	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403931	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403932	R	S	R	R	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403933	R	R	S	R	R	No result	S	S	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403934	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403935	R	R	S	S	R	No result	No result	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403936	R	R	S	S	R	No result	S	S	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403937	R	R	S	S	R	No result	S	R	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403938	R	R	R	R	R	No result	S	S	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403939	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403940	S	R	R	No result	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403941	R	S	R	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403942	R	R	R	R	R	No result	S	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403943	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403945	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403948	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403949	S	S	R	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403950	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403951	R	R	S	R	R	No result	S	S	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403952	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403953	R	R	R	R	R	No result	S	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403954	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403955	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403956	R	R	R	S	R	No result	S	R	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403957	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403958	R	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403959	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403960	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403961	R	R	R	R	R	No result	S	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403962	R	R	R	S	R	No result	S	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403963	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403964	S	S	S	S	S	No result	S	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403965	R	R	S	S	R	No result	S	S	R	R	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403966	S	S	S	R	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403968	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403969	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403970	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403971	R	R	R	S	S	No result	S	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403972	R	R	R	S	R	No result	R	R	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403973	R	R	R	S	R	No result	S	R	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403974	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403975	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403976	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403977	S	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403978	R	R	S	S	R	No result	R	R	S	R	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403979	R	R	R	No result	R	No result	S	S	R	R	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403980	R	R	S	S	R	No result	S	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403981	R	R	S	S	R	No result	No result	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403982	R	R	S	R	S	No result	R	R	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403983	R	R	S	S	R	No result	S	S	S	R	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403984	R	R	S	R	R	No result	S	S	S	R	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403985	R	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403986	R	R	R	R	R	No result	S	S	S	S	No result	S	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403987	R	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403988	R	R	R	S	R	No result	S	S	S	S	No result	R	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403989	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403990	R	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403991	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
SAMEA1403992	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.nature.com/ng/journal/v46/n3/full/ng.2878.html
